"N_total","T_total","predictor.type","outcome.type","sdX.within","sdX.between","g.00","g.01","g.10","sd.u0","sd.u1","sd.e","true_cluster_means","l2_g.10_bias","l3a_g.10_bias","l3a_g.01_bias","l4_g.10_bias","l4_g.01_bias","g.exchangeable2_g.10_bias","g.exchangeable3_g.10_bias","g.exchangeable3_g.01_bias","g.exchangeable4_g.10_bias","g.exchangeable4_g.01_bias","g.ar12_g.10_bias","g.ar13_g.10_bias","g.ar13_g.01_bias","g.ar14_g.10_bias","g.ar14_g.01_bias","g.independence2_g.10_bias","g.independence3_g.10_bias","g.independence3_g.01_bias","g.independence4_g.10_bias","g.independence4_g.01_bias","l1_success","l2_success","l3a_success","l4_success","g.independence1_success","g.exchangeable1_success","g.ar11_success","g.independence2_success","g.exchangeable2_success","g.ar12_success","g.independence3_success","g.ar13_success","g.independence4_success","g.exchangeable4_success","g.ar14_success"
100,5,"continuous","continuous",1,3,0,1,1.5,0,0,1,FALSE,0.001,0.001,-0.023,0.001,-0.024,0.001,0.001,-0.023,0.001,-0.024,0,0.001,-0.023,0.001,-0.024,0.001,0.001,-0.023,0.001,-0.024,0.999,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,5,"continuous","continuous",1,3,0,1,1.5,0,0,1,FALSE,0.001,0.001,-0.021,0.001,-0.023,0.001,0.001,-0.021,0.001,-0.023,0.001,0.001,-0.021,0.001,-0.023,0.001,0.001,-0.021,0.001,-0.023,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,10,"continuous","continuous",1,3,0,1,1.5,0,0,1,FALSE,0,0,-0.012,0,-0.011,0,0,-0.012,0,-0.011,-0.001,0,-0.012,0,-0.011,0,0,-0.012,0,-0.011,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,10,"continuous","continuous",1,3,0,1,1.5,0,0,1,FALSE,0.001,0.001,-0.011,0.001,-0.012,0.001,0.001,-0.011,0.001,-0.012,0.001,0.001,-0.011,0.001,-0.012,0.001,0.001,-0.011,0.001,-0.012,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,20,"continuous","continuous",1,3,0,1,1.5,0,0,1,FALSE,0.001,0.001,-0.005,0.001,-0.006,0.001,0.001,-0.005,0.001,-0.006,0.001,0.001,-0.005,0.001,-0.006,0.001,0.001,-0.005,0.001,-0.006,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,20,"continuous","continuous",1,3,0,1,1.5,0,0,1,FALSE,0,0,-0.006,0,-0.006,0,0,-0.006,0,-0.006,0,0,-0.006,0,-0.006,0,0,-0.006,0,-0.006,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,5,"continuous","continuous",1,1,0,3,1.5,0,0,1,FALSE,0,0,-0.497,0,-0.497,0,0,-0.497,0,-0.497,0.001,0.001,-0.495,0.001,-0.496,0,0,-0.497,0,-0.497,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,5,"continuous","continuous",1,1,0,3,1.5,0,0,1,FALSE,-0.002,-0.002,-0.5,-0.002,-0.499,-0.002,-0.002,-0.5,-0.002,-0.499,-0.001,-0.001,-0.5,-0.001,-0.499,-0.002,-0.002,-0.5,-0.002,-0.499,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,10,"continuous","continuous",1,1,0,3,1.5,0,0,1,FALSE,0,0,-0.271,0,-0.27,0,0,-0.271,0,-0.27,-0.001,0,-0.272,0,-0.271,0,0,-0.271,0,-0.27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,10,"continuous","continuous",1,1,0,3,1.5,0,0,1,FALSE,-0.001,-0.001,-0.274,-0.001,-0.273,-0.001,-0.001,-0.274,-0.001,-0.273,-0.001,-0.001,-0.274,-0.001,-0.273,-0.001,-0.001,-0.274,-0.001,-0.273,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,20,"continuous","continuous",1,1,0,3,1.5,0,0,1,FALSE,0,0,-0.142,0,-0.142,0,0,-0.142,0,-0.142,0,0,-0.142,0,-0.142,0,0,-0.142,0,-0.142,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,20,"continuous","continuous",1,1,0,3,1.5,0,0,1,FALSE,0,0,-0.145,0,-0.145,0,0,-0.145,0,-0.145,0,0,-0.145,0,-0.144,0,0,-0.145,0,-0.145,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,5,"continuous","continuous",1,3,0,3,1.5,0,0,1,FALSE,0,0,-0.064,0,-0.064,0,0,-0.064,0,-0.064,-0.001,-0.001,-0.064,-0.001,-0.063,0,0,-0.064,0,-0.064,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,5,"continuous","continuous",1,3,0,3,1.5,0,0,1,FALSE,0.002,0.002,-0.065,0.002,-0.067,0.002,0.002,-0.065,0.002,-0.067,0.002,0.002,-0.065,0.002,-0.067,0.002,0.002,-0.065,0.002,-0.067,1,1,0.999,0.999,1,1,1,1,1,1,1,1,1,1,1
100,10,"continuous","continuous",1,3,0,3,1.5,0,0,1,FALSE,0.001,0.001,-0.033,0.001,-0.034,0.001,0.001,-0.033,0.001,-0.034,0,0,-0.033,0,-0.033,0.001,0.001,-0.033,0.001,-0.034,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,10,"continuous","continuous",1,3,0,3,1.5,0,0,1,FALSE,-0.001,-0.001,-0.032,-0.001,-0.031,-0.001,-0.001,-0.032,-0.001,-0.031,-0.001,-0.001,-0.032,-0.001,-0.031,-0.001,-0.001,-0.032,-0.001,-0.031,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,20,"continuous","continuous",1,3,0,3,1.5,0,0,1,FALSE,-0.001,-0.001,-0.017,-0.001,-0.016,-0.001,-0.001,-0.017,-0.001,-0.016,-0.001,-0.001,-0.017,-0.001,-0.016,-0.001,-0.001,-0.017,-0.001,-0.016,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,20,"continuous","continuous",1,3,0,3,1.5,0,0,1,FALSE,0,0,-0.016,0,-0.017,0,0,-0.016,0,-0.017,0,0,-0.016,0,-0.016,0,0,-0.016,0,-0.017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,5,"continuous","continuous",1,0,0,0,1.5,1,0,1,FALSE,-0.001,-0.001,-0.014,-0.001,-0.013,-0.001,-0.001,-0.014,-0.001,-0.013,-0.001,-0.001,-0.015,-0.001,-0.013,-0.001,-0.001,-0.014,-0.001,-0.013,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,5,"continuous","continuous",1,0,0,0,1.5,1,0,1,FALSE,0,0,-0.007,0,-0.007,0,0,-0.007,0,-0.007,0,0,-0.008,0,-0.007,0,0,-0.007,0,-0.007,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,10,"continuous","continuous",1,0,0,0,1.5,1,0,1,FALSE,-0.001,-0.001,0.015,-0.001,0.016,-0.001,-0.001,0.015,-0.001,0.016,0,0,0.008,0,0.009,-0.001,-0.001,0.015,-0.001,0.016,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,10,"continuous","continuous",1,0,0,0,1.5,1,0,1,FALSE,0,0,-0.011,0,-0.011,0,0,-0.011,0,-0.011,0,0,-0.012,0,-0.013,0,0,-0.011,0,-0.011,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,20,"continuous","continuous",1,0,0,0,1.5,1,0,1,FALSE,0.002,0.002,0.004,0.002,0.002,0.002,0.002,0.004,0.002,0.002,0.001,0.001,0.008,0.001,0.007,0.002,0.002,0.004,0.002,0.002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,20,"continuous","continuous",1,0,0,0,1.5,1,0,1,FALSE,0,0,0.011,0,0.01,0,0,0.011,0,0.01,0,0,0.007,0,0.007,0,0,0.011,0,0.01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,5,"continuous","continuous",1,1,0,0,1.5,1,0,1,FALSE,0.002,0.002,0.001,0.002,-0.001,0.002,0.002,0.001,0.002,-0.001,0.002,0.002,0.002,0.002,-0.001,0.002,0.002,0.001,0.002,-0.001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,5,"continuous","continuous",1,1,0,0,1.5,1,0,1,FALSE,-0.001,-0.001,0,-0.001,0.001,-0.001,-0.001,0,-0.001,0.001,-0.002,-0.002,0,-0.002,0.001,-0.001,-0.001,0,-0.001,0.001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,10,"continuous","continuous",1,1,0,0,1.5,1,0,1,FALSE,0.001,0.001,-0.004,0.001,-0.005,0.001,0.001,-0.004,0.001,-0.005,0.001,0.001,-0.004,0.001,-0.005,0.001,0.001,-0.004,0.001,-0.005,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,10,"continuous","continuous",1,1,0,0,1.5,1,0,1,FALSE,-0.001,-0.001,0,-0.001,0.001,-0.001,-0.001,0,-0.001,0.001,0,0,-0.001,0,-0.001,-0.001,-0.001,0,-0.001,0.001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,20,"continuous","continuous",1,1,0,0,1.5,1,0,1,FALSE,0,0,-0.001,0,0,0,0,-0.001,0,0,0,0,-0.003,0,-0.003,0,0,-0.001,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,20,"continuous","continuous",1,1,0,0,1.5,1,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0.001,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,5,"continuous","continuous",1,3,0,0,1.5,1,0,1,FALSE,0,0,0.002,0,0.002,0,0,0.002,0,0.002,0.001,0.001,0.002,0.001,0.001,0,0,0.002,0,0.002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,5,"continuous","continuous",1,3,0,0,1.5,1,0,1,FALSE,0,0,-0.001,0,-0.002,0,0,-0.001,0,-0.002,0.001,0.001,-0.001,0.001,-0.002,0,0,-0.001,0,-0.002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,10,"continuous","continuous",1,3,0,0,1.5,1,0,1,FALSE,-0.001,-0.001,0,-0.001,0.001,-0.001,-0.001,0,-0.001,0.001,-0.001,-0.001,-0.001,-0.001,0,-0.001,-0.001,0,-0.001,0.001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,10,"continuous","continuous",1,3,0,0,1.5,1,0,1,FALSE,-0.001,-0.001,-0.001,-0.001,0,-0.001,-0.001,-0.001,-0.001,0,-0.001,0,-0.001,0,-0.001,-0.001,-0.001,-0.001,-0.001,0,0.999,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,20,"continuous","continuous",1,3,0,0,1.5,1,0,1,FALSE,0.001,0.001,0.001,0.001,0,0.001,0.001,0.001,0.001,0,0.001,0.001,0.001,0.001,0,0.001,0.001,0.001,0.001,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,20,"continuous","continuous",1,3,0,0,1.5,1,0,1,FALSE,0,0,0.001,0,0,0,0,0.001,0,0,0,0,0.001,0,0.001,0,0,0.001,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,5,"continuous","continuous",1,1,0,1,1.5,1,0,1,FALSE,0.001,0.001,-0.165,0.001,-0.166,0.001,0.001,-0.165,0.001,-0.166,0,0.001,-0.165,0.001,-0.166,0.001,0.001,-0.165,0.001,-0.166,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,5,"continuous","continuous",1,1,0,1,1.5,1,0,1,FALSE,0.001,0.001,-0.164,0.001,-0.166,0.001,0.001,-0.164,0.001,-0.166,0,0,-0.164,0,-0.164,0.001,0.001,-0.164,0.001,-0.166,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,10,"continuous","continuous",1,1,0,1,1.5,1,0,1,FALSE,0.001,0.001,-0.091,0.001,-0.092,0.001,0.001,-0.091,0.001,-0.092,0,0,-0.092,0,-0.092,0.001,0.001,-0.091,0.001,-0.092,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,10,"continuous","continuous",1,1,0,1,1.5,1,0,1,FALSE,0.001,0.001,-0.09,0.001,-0.091,0.001,0.001,-0.09,0.001,-0.091,0,0,-0.091,0,-0.091,0.001,0.001,-0.09,0.001,-0.091,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,20,"continuous","continuous",1,1,0,1,1.5,1,0,1,FALSE,0,0,-0.049,0,-0.049,0,0,-0.049,0,-0.049,0,0,-0.049,0,-0.048,0,0,-0.049,0,-0.049,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,20,"continuous","continuous",1,1,0,1,1.5,1,0,1,FALSE,0,0,-0.047,0,-0.047,0,0,-0.047,0,-0.047,0.001,0.001,-0.046,0.001,-0.047,0,0,-0.047,0,-0.047,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,5,"continuous","continuous",1,3,0,1,1.5,1,0,1,FALSE,-0.001,-0.001,-0.023,-0.001,-0.023,-0.001,-0.001,-0.023,-0.001,-0.023,0,0,-0.023,0,-0.023,-0.001,-0.001,-0.023,-0.001,-0.023,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,5,"continuous","continuous",1,3,0,1,1.5,1,0,1,FALSE,0,0,-0.021,0,-0.021,0,0,-0.021,0,-0.021,0,0,-0.021,0,-0.021,0,0,-0.021,0,-0.021,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,10,"continuous","continuous",1,3,0,1,1.5,1,0,1,FALSE,-0.001,-0.001,-0.01,-0.001,-0.009,-0.001,-0.001,-0.01,-0.001,-0.009,-0.001,-0.001,-0.01,-0.001,-0.009,-0.001,-0.001,-0.01,-0.001,-0.009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,10,"continuous","continuous",1,3,0,1,1.5,1,0,1,FALSE,0,0,-0.012,0,-0.011,0,0,-0.012,0,-0.011,0,0,-0.011,0,-0.011,0,0,-0.012,0,-0.011,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,20,"continuous","continuous",1,3,0,1,1.5,1,0,1,FALSE,0,0,-0.007,0,-0.006,0,0,-0.007,0,-0.006,0,0,-0.007,0,-0.006,0,0,-0.007,0,-0.006,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,20,"continuous","continuous",1,3,0,1,1.5,1,0,1,FALSE,0.001,0.001,-0.005,0.001,-0.006,0.001,0.001,-0.005,0.001,-0.006,0.001,0.001,-0.005,0.001,-0.006,0.001,0.001,-0.005,0.001,-0.006,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,5,"continuous","continuous",1,1,0,3,1.5,1,0,1,FALSE,0.001,0.001,-0.496,0.001,-0.497,0.001,0.001,-0.496,0.001,-0.497,0.001,0.001,-0.496,0.001,-0.497,0.001,0.001,-0.496,0.001,-0.497,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,5,"continuous","continuous",1,1,0,3,1.5,1,0,1,FALSE,0,0,-0.494,0,-0.493,0,0,-0.494,0,-0.493,0,0,-0.495,0,-0.495,0,0,-0.494,0,-0.493,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,10,"continuous","continuous",1,1,0,3,1.5,1,0,1,FALSE,0.001,0.001,-0.275,0.001,-0.277,0.001,0.001,-0.275,0.001,-0.277,0.002,0.002,-0.277,0.002,-0.279,0.001,0.001,-0.275,0.001,-0.277,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,10,"continuous","continuous",1,1,0,3,1.5,1,0,1,FALSE,0.001,0.001,-0.27,0.001,-0.271,0.001,0.001,-0.27,0.001,-0.271,0.001,0.001,-0.27,0.001,-0.271,0.001,0.001,-0.27,0.001,-0.271,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,20,"continuous","continuous",1,1,0,3,1.5,1,0,1,FALSE,-0.001,-0.001,-0.143,-0.001,-0.141,-0.001,-0.001,-0.143,-0.001,-0.141,-0.002,-0.002,-0.144,-0.002,-0.142,-0.001,-0.001,-0.143,-0.001,-0.141,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,20,"continuous","continuous",1,1,0,3,1.5,1,0,1,FALSE,-0.001,-0.001,-0.14,-0.001,-0.139,-0.001,-0.001,-0.14,-0.001,-0.139,0,0,-0.141,0,-0.141,-0.001,-0.001,-0.14,-0.001,-0.139,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,5,"continuous","continuous",1,3,0,3,1.5,1,0,1,FALSE,0,0,-0.066,0,-0.066,0,0,-0.066,0,-0.066,0,0,-0.066,0,-0.067,0,0,-0.066,0,-0.066,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,5,"continuous","continuous",1,3,0,3,1.5,1,0,1,FALSE,0.002,0.002,-0.066,0.002,-0.068,0.002,0.002,-0.066,0.002,-0.068,0.002,0.002,-0.067,0.002,-0.068,0.002,0.002,-0.066,0.002,-0.068,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,10,"continuous","continuous",1,3,0,3,1.5,1,0,1,FALSE,-0.003,-0.003,-0.032,-0.003,-0.029,-0.003,-0.003,-0.032,-0.003,-0.029,-0.004,-0.004,-0.032,-0.004,-0.028,-0.003,-0.003,-0.032,-0.003,-0.029,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,10,"continuous","continuous",1,3,0,3,1.5,1,0,1,FALSE,0,0,-0.032,0,-0.033,0,0,-0.032,0,-0.033,0,0,-0.032,0,-0.032,0,0,-0.032,0,-0.033,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,20,"continuous","continuous",1,3,0,3,1.5,1,0,1,FALSE,0,0,-0.017,0,-0.017,0,0,-0.017,0,-0.017,0,0,-0.017,0,-0.017,0,0,-0.017,0,-0.017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,20,"continuous","continuous",1,3,0,3,1.5,1,0,1,FALSE,0,0,-0.018,0,-0.018,0,0,-0.018,0,-0.018,0,0,-0.017,0,-0.018,0,0,-0.018,0,-0.018,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,5,"continuous","continuous",1,0,0,0,1.5,3,0,1,FALSE,0.001,0.001,-0.006,0.001,-0.007,0.001,0.001,-0.006,0.001,-0.007,-0.001,-0.001,-0.006,-0.001,-0.005,0.001,0.001,-0.006,0.001,-0.007,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,5,"continuous","continuous",1,0,0,0,1.5,3,0,1,FALSE,0.003,0.003,0.014,0.003,0.011,0.003,0.003,0.014,0.003,0.011,0.003,0.003,0.011,0.003,0.008,0.003,0.003,0.014,0.003,0.011,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,10,"continuous","continuous",1,0,0,0,1.5,3,0,1,FALSE,-0.002,-0.002,0.002,-0.002,0.004,-0.002,-0.002,0.002,-0.002,0.004,-0.002,-0.002,-0.006,-0.002,-0.004,-0.002,-0.002,0.002,-0.002,0.004,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,10,"continuous","continuous",1,0,0,0,1.5,3,0,1,FALSE,0.001,0.001,-0.011,0.001,-0.012,0.001,0.001,-0.011,0.001,-0.012,0.001,0.001,-0.01,0.001,-0.012,0.001,0.001,-0.011,0.001,-0.012,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,20,"continuous","continuous",1,0,0,0,1.5,3,0,1,FALSE,0,0,0.049,0,0.049,0,0,0.049,0,0.049,0,0,0.049,0,0.048,0,0,0.049,0,0.049,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,20,"continuous","continuous",1,0,0,0,1.5,3,0,1,FALSE,0,0,0.08,0,0.081,0,0,0.08,0,0.081,0,0,0.082,0,0.082,0,0,0.08,0,0.081,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,5,"continuous","continuous",1,1,0,0,1.5,3,0,1,FALSE,0.001,0.001,0.003,0.001,0.002,0.001,0.001,0.003,0.001,0.002,0,0,0.004,0,0.004,0.001,0.001,0.003,0.001,0.002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
